epoch,accuracy,loss,val_accuracy,val_loss
0,0.7837592363357544,0.6029624938964844,0.8495000004768372,0.41779041290283203
1,0.8354259133338928,0.4740395247936249,0.8426666855812073,0.44135141372680664
2,0.8426851630210876,0.4640865623950958,0.8535000085830688,0.41626793146133423
3,0.8474814891815186,0.45857641100883484,0.8583333492279053,0.4061947762966156
4,0.8511296510696411,0.45961126685142517,0.8529999852180481,0.4189819395542145
5,0.8482962846755981,0.46204784512519836,0.8548333048820496,0.4235508143901825
6,0.847777783870697,0.48647361993789673,0.8486666679382324,0.46590572595596313
7,0.8537407517433167,0.46385449171066284,0.8573333621025085,0.4577237665653229
